sketch_type,k,n_trial,estimate
bucket_expo_arith_exact_k=k_kh=0,32768,25,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,32768,26,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,32768,27,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,32768,28,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,32768,29,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,32768,30,1.c645abbf973d4p+49
bucket_expo_arith_exact_k=k_kh=0,65536,1,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,2,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,3,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,4,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,5,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,6,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,7,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,8,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,9,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,10,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,11,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,12,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,13,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,14,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,15,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,16,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,17,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,18,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,19,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,20,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,21,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,22,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,23,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,24,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,25,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,26,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,27,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,28,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,29,1.c645abbfe213bp+49
bucket_expo_arith_exact_k=k_kh=0,65536,30,1.c645abbfe213bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,1,1.c645862c0bbe8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,2,1.c6459f4244035p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,3,1.c64571af843ebp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,4,1.c645862780778p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,5,1.c6458a1ead2bbp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,6,1.c6456b8c6f245p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,7,1.c645706436609p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,8,1.c64597c4324f3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,9,1.c6457644bfef9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,10,1.c645a3fca0124p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,11,1.c6457f803ae96p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,12,1.c645681e30851p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,13,1.c645781128f2bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,14,1.c6457b14a3672p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,15,1.c645664cc10b9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,16,1.c645661bb1979p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,17,1.c64588e848b72p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,18,1.c6456b403187ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,19,1.c6458c5fc2cc1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,20,1.c6456f3687b98p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,21,1.c645845c179p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,22,1.c6454ad970cdbp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,23,1.c6454bbd004b2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,24,1.c645517eb784bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,25,1.c6458c40583e4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,26,1.c6458bb68776p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,27,1.c6456428684ecp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,28,1.c645517c3636dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,29,1.c64581de0d4fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,64,30,1.c6456c2ed2cf3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,1,1.c645b291b7e91p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,2,1.c645a9a8b4ecfp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,3,1.c645adbb32f9cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,4,1.c645b3cb898dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,5,1.c6459575f1427p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,6,1.c645a02061a7dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,7,1.c645a12a7f68dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,8,1.c645b9424085bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,9,1.c645bb7a8f33p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,10,1.c645abd7767cfp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,11,1.c645b1659eda9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,12,1.c645a4c9731e2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,13,1.c645a66ffbc26p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,14,1.c6459b87f4c8ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,15,1.c645a57e45e26p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,16,1.c6458ed8fca92p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,17,1.c645b44de52c8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,18,1.c645cfddb72e2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,19,1.c645be12f2917p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,20,1.c645b1188fcc7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,21,1.c645b3e368b24p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,22,1.c64585d5ba9d8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,23,1.c645ab85960c5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,24,1.c6459c995986dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,25,1.c64597f50d697p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,26,1.c64597484dbc6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,27,1.c645adc145cb6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,28,1.c645ab0287a04p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,29,1.c645ae082765cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,128,30,1.c6459bfb3a22cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,1,1.c6460bb2f8cbp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,2,1.c646094ed8191p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,3,1.c6460a38c9b5fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,4,1.c646008961623p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,5,1.c646019880709p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,6,1.c646107b63465p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,7,1.c6460975ad35ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,8,1.c64607927c0b3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,9,1.c6461246cab44p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,10,1.c64605e87fd7cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,11,1.c646076ac8b81p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,12,1.c6460ab949bd8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,13,1.c64605d616933p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,14,1.c6460691c4442p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,15,1.c646062b1cb3bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,16,1.c6460cc1dcfe6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,17,1.c646112c6fb7ap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,18,1.c6460b5ce046cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,19,1.c645be9e92021p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,20,1.c645b5ebd2c7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,21,1.c646049aa8863p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,22,1.c646071adaea4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,23,1.c6460b087904p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,24,1.c6460241eee8dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,25,1.c64605a0bc207p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,26,1.c6460ec808786p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,27,1.c6460cbc252aap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,28,1.c646024c340b4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,29,1.c645c27cce3f3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,256,30,1.c64605fb83014p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,1,1.c646331871216p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,2,1.c6463257040f7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,3,1.c6462f431a69ap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,4,1.c64630f2a9d72p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,5,1.c6462e38078bcp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,6,1.c646303645ba8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,7,1.c646323940bdp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,8,1.c6463131e431bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,9,1.c6462fd72f449p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,10,1.c64631be1ab59p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,11,1.c6463265717afp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,12,1.c64631e45097p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,13,1.c6463184d79c9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,14,1.c646357f8a8c3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,15,1.c64634c8ca74ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,16,1.c6463233a8ff7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,17,1.c646354d9d0a4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,18,1.c64630db084fep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,19,1.c64630edd9301p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,20,1.c64633e5037e6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,21,1.c646345bfb87fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,22,1.c646312ff7d6cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,23,1.c64632e261cdcp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,24,1.c646326d27fdcp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,25,1.c6462e6293c01p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,26,1.c646332e92b01p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,27,1.c6463052394f9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,28,1.c6462ff4eabcbp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,29,1.c646331c702f1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,512,30,1.c64632d0e94c7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,1,1.c646830b9b319p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,2,1.c646810edab02p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,3,1.c646864f08b0dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,4,1.c646863ceffb5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,5,1.c646843ec5f53p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,6,1.c64682a6b16acp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,7,1.c646841eb662fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,8,1.c646827e80a3fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,9,1.c64683cfe2c2ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,10,1.c64687be5b97dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,11,1.c6468773673e6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,12,1.c646857520877p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,13,1.c6468704cc9ecp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,14,1.c64685f864bddp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,15,1.c646838fb8f0fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,16,1.c64687864b663p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,17,1.c64686659ad71p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,18,1.c646835f81c95p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,19,1.c6468891a4f3cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,20,1.c646865684357p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,21,1.c6468636e5aa3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,22,1.c64681fcfcc42p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,23,1.c646872aab922p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,24,1.c64685b1eb2c5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,25,1.c6468522c6a17p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,26,1.c64682a3262cdp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,27,1.c64688c472c2ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,28,1.c646883243bb9p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,29,1.c64685e52e4bdp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,1024,30,1.c646843e1b594p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,1,1.c6469601d618bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,2,1.c64695348c173p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,3,1.c6469530358e1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,4,1.c6469530bdaa8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,5,1.c64695509a1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,6,1.c646965a7b314p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,7,1.c64695d71b697p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,8,1.c64694f85bd3bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,9,1.c64695563159dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,10,1.c646954fcfadfp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,11,1.c646956b550cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,12,1.c64695dd3e7cep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,13,1.c646956c4ab34p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,14,1.c646964bf811bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,15,1.c64695694d919p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,16,1.c64695ebda6e1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,17,1.c646963b30828p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,18,1.c6469505e609ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,19,1.c6469570c1b84p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,20,1.c64695d914febp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,21,1.c646959d0055ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,22,1.c646953adfe2bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,23,1.c646951996ac5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,24,1.c646967395ecp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,25,1.c646960265bc3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,26,1.c646951b1c034p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,27,1.c64694f1b0d8fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,28,1.c646957ab3ddep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,29,1.c64695126e48dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,2048,30,1.c646961030d05p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,1,1.c6469d30bab98p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,2,1.c6469d57240ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,3,1.c646a0e5e1d93p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,4,1.c646a105eb74fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,5,1.c646a0f94dc5cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,6,1.c6469d78c2731p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,7,1.c646a0ec473dbp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,8,1.c646a10417e4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,9,1.c646a111d64bfp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,10,1.c646a0e143f15p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,11,1.c646a07f27fd8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,12,1.c6469d5172dadp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,13,1.c646a0fdaa5dep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,14,1.c646a0d67f09ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,15,1.c646a10f0c72p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,16,1.c646a0fdd5365p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,17,1.c646a10da365fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,18,1.c646a0f331aa6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,19,1.c646a0f053165p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,20,1.c646a0fb570d4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,21,1.c646a0fa254fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,22,1.c646a106f6789p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,23,1.c646a11493016p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,24,1.c646a085a39c8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,25,1.c646a0b1a9eaep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,26,1.c646a0e203fdap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,27,1.c646a090d39adp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,28,1.c646a06d193fep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,29,1.c646a07eaa9c4p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,4096,30,1.c646a09d3c781p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,1,1.c646a9e95c5bep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,2,1.c646aa9ef2ddp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,3,1.c646aa92d0b5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,4,1.c646aa34fb62p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,5,1.c646aaabfaf43p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,6,1.c646aacb3af6fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,7,1.c646a9f869d61p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,8,1.c646aaa9b4a93p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,9,1.c646aa947c007p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,10,1.c646aa9cf0fd6p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,11,1.c646aa7ea8f9ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,12,1.c646aa22bd026p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,13,1.c646aac946b05p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,14,1.c646aac11df62p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,15,1.c646aaaf6b96ap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,16,1.c646aaf276bcap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,17,1.c646aa154ec4fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,18,1.c646aa0c298f1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,19,1.c646aa0b9bb6cp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,20,1.c646aaa62b33dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,21,1.c646a9ff022fap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,22,1.c646aaa4ec4d8p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,23,1.c646aa814210ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,24,1.c646aab20b0fp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,25,1.c646aab32b716p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,26,1.c646aa245d774p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,27,1.c646aad168fe2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,28,1.c646aa128162ep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,29,1.c646aaa804739p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,8192,30,1.c646aabaf68ebp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,1,1.c646b56638072p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,2,1.c646b58181678p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,3,1.c646b5802579bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,4,1.c646b59b41803p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,5,1.c646b5a3939b3p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,6,1.c646b59696071p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,7,1.c646b59f1fe4ap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,8,1.c646b593e2363p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,9,1.c646b5a300a29p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,10,1.c646b57855e18p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,11,1.c646b58c0a647p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,12,1.c646b5824a863p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,13,1.c646b58defeaep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,14,1.c646b5934888dp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,15,1.c646b581f6d84p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,16,1.c646b59dabf67p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,17,1.c646b5a81bd82p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,18,1.c646b5870dd43p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,19,1.c646b583f85aep+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,20,1.c646b5a09499ap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,21,1.c646b5929df49p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,22,1.c646b57d5402p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,23,1.c646b592bba5p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,24,1.c646b596425bdp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,25,1.c646b586b744bp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,26,1.c646b58433b29p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,27,1.c646b585b2056p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,28,1.c646b5a2067dap+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,29,1.c646b57be4bf2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,16384,30,1.c646b591e13ebp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,1,1.c646c0e535157p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,2,1.c646c0b993956p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,3,1.c646c11280ce7p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,4,1.c646c1cc949d1p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,5,1.c646c21f3ac72p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,6,1.c646c1daa6f03p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,7,1.c646c1c0cf8dcp+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,8,1.c646c1004574p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,9,1.c646c1c8cf32p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,10,1.c646c23956ac2p+49
bucket_expo_arith_rel_k=k/2_kh=k/2,32768,11,1.c646c0d30e8dp+49
